WHO_region,Date_reported,New_cases,New_deaths
AFRO,2020-05-04,1085,22
AMRO,2020-05-04,48455,1201
EMRO,2020-05-04,5476,127
EURO,2020-05-04,23918,1400
SEARO,2020-05-04,2976,96
WPRO,2020-05-04,1328,29
AFRO,2020-05-05,2082,27
AMRO,2020-05-05,44795,127
EMRO,2020-05-05,5256,81
EURO,2020-05-05,21237,1599
SEARO,2020-05-05,5960,205
WPRO,2020-05-05,1096,29
AFRO,2020-05-06,1336,90
AMRO,2020-05-06,29641,1488
EMRO,2020-05-06,7180,238
EURO,2020-05-06,26169,2211
SEARO,2020-05-06,4210,155
WPRO,2020-05-06,1016,40
AFRO,2020-05-07,922,15
AMRO,2020-05-07,35926,3728
EMRO,2020-05-07,11493,182
EURO,2020-05-07,29972,2105
SEARO,2020-05-07,4635,124
WPRO,2020-05-07,1296,33
AFRO,2020-05-08,2834,49
AMRO,2020-05-08,43166,3139
EMRO,2020-05-08,7985,107
EURO,2020-05-08,26464,1773
SEARO,2020-05-08,1124,34
WPRO,2020-05-08,1267,34
AFRO,2020-05-09,1989,57
AMRO,2020-05-09,50389,4051
EMRO,2020-05-09,6829,84
EURO,2020-05-09,26413,1895
SEARO,2020-05-09,7467,207
WPRO,2020-05-09,1076,55
AFRO,2020-05-10,2962,46
AMRO,2020-05-10,44300,2915
EMRO,2020-05-10,11227,194
EURO,2020-05-10,24651,1204
SEARO,2020-05-10,5133,172
WPRO,2020-05-10,1139,21
AFRO,2020-05-11,1913,47
AMRO,2020-05-11,37724,2611
EMRO,2020-05-11,9660,114
EURO,2020-05-11,21311,1042
SEARO,2020-05-11,1133,11
WPRO,2020-05-11,1248,23
AFRO,2020-05-12,2331,34
AMRO,2020-05-12,25371,1670
EMRO,2020-05-12,6615,91
EURO,2020-05-12,20075,1291
SEARO,2020-05-12,9645,213
WPRO,2020-05-12,927,34
AFRO,2020-05-13,2071,51
AMRO,2020-05-13,55891,3016
EMRO,2020-05-13,11824,162
EURO,2020-05-13,24552,1843
SEARO,2020-05-13,1934,56
WPRO,2020-05-13,1364,51
AFRO,2020-05-14,2711,67
AMRO,2020-05-14,19640,1546
EMRO,2020-05-14,12807,168
EURO,2020-05-14,21995,1398
SEARO,2020-05-14,8955,286
WPRO,2020-05-14,1081,44
AFRO,2020-05-15,2365,51
AMRO,2020-05-15,63449,4209
EMRO,2020-05-15,9991,127
EURO,2020-05-15,24178,1589
SEARO,2020-05-15,5703,148
WPRO,2020-05-15,1268,42
AFRO,2020-05-16,2266,47
AMRO,2020-05-16,53855,3778
EMRO,2020-05-16,7370,62
EURO,2020-05-16,21509,1303
SEARO,2020-05-16,5549,133
WPRO,2020-05-16,1171,33
AFRO,2020-05-17,2419,44
AMRO,2020-05-17,50698,2731
EMRO,2020-05-17,12670,196
EURO,2020-05-17,21368,1145
SEARO,2020-05-17,5538,180
WPRO,2020-05-17,823,33
AFRO,2020-05-18,2472,35
AMRO,2020-05-18,62528,3174
EMRO,2020-05-18,11926,151
EURO,2020-05-18,17744,712
SEARO,2020-05-18,8701,235
WPRO,2020-05-18,971,13
AFRO,2020-05-19,2213,51
AMRO,2020-05-19,32518,1654
EMRO,2020-05-19,14782,178
EURO,2020-05-19,18397,909
SEARO,2020-05-19,1855,51
WPRO,2020-05-19,663,22
AFRO,2020-05-20,1872,42
AMRO,2020-05-20,46598,2066
EMRO,2020-05-20,9953,123
EURO,2020-05-20,19669,1347
SEARO,2020-05-20,13000,311
WPRO,2020-05-20,777,15
AFRO,2020-05-21,2294,43
AMRO,2020-05-21,60401,3250
EMRO,2020-05-21,12237,182
EURO,2020-05-21,21826,1098
SEARO,2020-05-21,8436,191
WPRO,2020-05-21,955,13
AFRO,2020-05-22,3987,93
AMRO,2020-05-22,52859,3007
EMRO,2020-05-22,7410,121
EURO,2020-05-22,19875,991
SEARO,2020-05-22,8434,220
WPRO,2020-05-22,838,24
AFRO,2020-05-23,2725,65
AMRO,2020-05-23,42291,2104
EMRO,2020-05-23,14316,165
EURO,2020-05-23,19704,967
SEARO,2020-05-23,7821,162
WPRO,2020-05-23,919,27
AFRO,2020-05-24,3056,34
AMRO,2020-05-24,35359,2594
EMRO,2020-05-24,12886,182
EURO,2020-05-24,18523,872
SEARO,2020-05-24,10792,216
WPRO,2020-05-24,925,19
AFRO,2020-05-25,2645,47
AMRO,2020-05-25,75222,3787
EMRO,2020-05-25,10494,173
EURO,2020-05-25,17158,828
SEARO,2020-05-25,9579,196
WPRO,2020-05-25,911,15
AFRO,2020-05-26,2470,87
AMRO,2020-05-26,69331,2846
EMRO,2020-05-26,12402,128
EURO,2020-05-26,16901,754
SEARO,2020-05-26,8392,195
WPRO,2020-05-26,894,24
AFRO,2020-05-27,2987,94
AMRO,2020-05-27,29383,1278
EMRO,2020-05-27,8886,102
EURO,2020-05-27,16854,809
SEARO,2020-05-27,8946,248
WPRO,2020-05-27,1007,25
AFRO,2020-05-28,4040,66
AMRO,2020-05-28,78967,3592
EMRO,2020-05-28,9860,100
EURO,2020-05-28,18168,1088
SEARO,2020-05-28,2806,39
WPRO,2020-05-28,1056,29
AFRO,2020-05-29,3206,58
AMRO,2020-05-29,59986,3446
EMRO,2020-05-29,17973,339
EURO,2020-05-29,22170,1048
SEARO,2020-05-29,729,24
WPRO,2020-05-29,1042,24
AFRO,2020-05-30,3650,51
AMRO,2020-05-30,65402,3231
EMRO,2020-05-30,14502,248
EURO,2020-05-30,19686,882
SEARO,2020-05-30,27578,739
WPRO,2020-05-30,1944,33
AFRO,2020-05-31,4191,71
AMRO,2020-05-31,58517,2848
EMRO,2020-05-31,15065,275
EURO,2020-05-31,19995,717
SEARO,2020-05-31,9364,235
WPRO,2020-05-31,1192,13
AFRO,2020-06-01,3495,88
AMRO,2020-06-01,80835,2354
EMRO,2020-06-01,14518,271
EURO,2020-06-01,16334,534
SEARO,2020-06-01,10945,270
WPRO,2020-06-01,1560,10
AFRO,2020-06-02,3539,58
AMRO,2020-06-02,67173,2176
EMRO,2020-06-02,16640,275
EURO,2020-06-02,15369,610
SEARO,2020-06-02,11430,257
WPRO,2020-06-02,1107,7
AFRO,2020-06-03,3983,97
AMRO,2020-06-03,43942,2036
EMRO,2020-06-03,15766,274
EURO,2020-06-03,15631,842
SEARO,2020-06-03,12779,277
WPRO,2020-06-03,1052,13
AFRO,2020-06-04,3529,62
AMRO,2020-06-04,72602,3171
EMRO,2020-06-04,16790,268
EURO,2020-06-04,18304,842
SEARO,2020-06-04,12977,333
WPRO,2020-06-04,1496,11
AFRO,2020-06-05,2443,48
AMRO,2020-06-05,62264,3796
EMRO,2020-06-05,12727,200
EURO,2020-06-05,19066,632
SEARO,2020-06-05,10841,297
WPRO,2020-06-05,1540,14
AFRO,2020-06-06,9025,160
AMRO,2020-06-06,70695,3812
EMRO,2020-06-06,20980,352
EURO,2020-06-06,19133,864
SEARO,2020-06-06,16139,409
WPRO,2020-06-06,637,11
AFRO,2020-06-07,4501,77
AMRO,2020-06-07,50314,2158
EMRO,2020-06-07,19526,331
EURO,2020-06-07,17953,583
SEARO,2020-06-07,13965,356
WPRO,2020-06-07,1206,11
AFRO,2020-06-08,2116,54
AMRO,2020-06-08,47716,1672
EMRO,2020-06-08,18751,268
EURO,2020-06-08,18334,419
SEARO,2020-06-08,13652,298
WPRO,2020-06-08,1038,9
AFRO,2020-06-09,6980,156
AMRO,2020-06-09,95904,3584
EMRO,2020-06-09,13623,225
EURO,2020-06-09,16175,563
SEARO,2020-06-09,13924,406
WPRO,2020-06-09,1057,9
AFRO,2020-06-10,4880,122
AMRO,2020-06-10,11496,552
EMRO,2020-06-10,23014,429
EURO,2020-06-10,17109,812
SEARO,2020-06-10,11385,320
WPRO,2020-06-10,846,11
AFRO,2020-06-11,4822,120
AMRO,2020-06-11,125687,5526
EMRO,2020-06-11,17948,320
EURO,2020-06-11,18339,652
SEARO,2020-06-11,17899,475
WPRO,2020-06-11,1292,12
AFRO,2020-06-12,5686,109
AMRO,2020-06-12,75265,3400
EMRO,2020-06-12,19954,362
EURO,2020-06-12,19566,549
SEARO,2020-06-12,1280,41
WPRO,2020-06-12,1017,12
AFRO,2020-06-13,5673,169
AMRO,2020-06-13,56153,2546
EMRO,2020-06-13,13853,236
EURO,2020-06-13,19000,533
SEARO,2020-06-13,30218,913
WPRO,2020-06-13,1228,19
AFRO,2020-06-14,6236,128
AMRO,2020-06-14,71976,2991
EMRO,2020-06-14,28664,454
EURO,2020-06-14,19660,495
SEARO,2020-06-14,16539,401
WPRO,2020-06-14,1149,25
AFRO,2020-06-15,7779,114
AMRO,2020-06-15,90895,3320
EMRO,2020-06-15,20393,455
EURO,2020-06-15,17623,401
SEARO,2020-06-15,4451,76
WPRO,2020-06-15,1132,15
AFRO,2020-06-16,6156,123
AMRO,2020-06-16,56439,1511
EMRO,2020-06-16,17947,482
EURO,2020-06-16,16931,460
SEARO,2020-06-16,26783,807
WPRO,2020-06-16,927,13
AFRO,2020-06-17,5626,112
AMRO,2020-06-17,36953,1592
EMRO,2020-06-17,21315,503
EURO,2020-06-17,17826,696
SEARO,2020-06-17,16351,2089
WPRO,2020-06-17,664,11
AFRO,2020-06-18,7452,137
AMRO,2020-06-18,105404,2462
EMRO,2020-06-18,17586,388
EURO,2020-06-18,19591,573
SEARO,2020-06-18,18558,423
WPRO,2020-06-18,876,10
AFRO,2020-06-19,6226,100
AMRO,2020-06-19,104519,3648
EMRO,2020-06-19,21022,589
EURO,2020-06-19,19607,588
SEARO,2020-06-19,19436,439
WPRO,2020-06-19,978,8
AFRO,2020-06-20,7627,166
AMRO,2020-06-20,57500,4145
EMRO,2020-06-20,22370,525
EURO,2020-06-20,19270,486
SEARO,2020-06-20,1507,34
WPRO,2020-06-20,1050,31
AFRO,2020-06-21,8750,128
AMRO,2020-06-21,135936,3787
EMRO,2020-06-21,17619,509
EURO,2020-06-21,19774,424
SEARO,2020-06-21,37677,819
WPRO,2020-06-21,1370,22
AFRO,2020-06-22,3117,69
AMRO,2020-06-22,92607,2813
EMRO,2020-06-22,18544,472
EURO,2020-06-22,17333,323
SEARO,2020-06-22,16455,482
WPRO,2020-06-22,1051,19
AFRO,2020-06-23,11888,167
AMRO,2020-06-23,67820,2457
EMRO,2020-06-23,15120,391
EURO,2020-06-23,16979,407
SEARO,2020-06-23,23457,424
WPRO,2020-06-23,1037,11
AFRO,2020-06-24,7083,175
AMRO,2020-06-24,67768,2216
EMRO,2020-06-24,19686,420
EURO,2020-06-24,18608,518
SEARO,2020-06-24,21034,544
WPRO,2020-06-24,1423,18
AFRO,2020-06-25,8323,142
AMRO,2020-06-25,58715,2334
EMRO,2020-06-25,16584,574
EURO,2020-06-25,20175,362
SEARO,2020-06-25,22160,493
WPRO,2020-06-25,844,25
AFRO,2020-06-26,10960,136
AMRO,2020-06-26,142516,4743
EMRO,2020-06-26,18350,402
EURO,2020-06-26,20107,529
SEARO,2020-06-26,22884,495
WPRO,2020-06-26,1100,11
AFRO,2020-06-27,9713,110
AMRO,2020-06-27,109610,5195
EMRO,2020-06-27,21725,636
EURO,2020-06-27,20465,523
SEARO,2020-06-27,24257,488
WPRO,2020-06-27,1459,14
AFRO,2020-06-28,8946,100
AMRO,2020-06-28,117434,3206
EMRO,2020-06-28,18203,489
EURO,2020-06-28,18683,315
SEARO,2020-06-28,24848,481
WPRO,2020-06-28,1196,12
AFRO,2020-06-29,10348,97
AMRO,2020-06-29,100875,2116
EMRO,2020-06-29,16668,440
EURO,2020-06-29,16472,304
SEARO,2020-06-29,25494,458
WPRO,2020-06-29,1136,9
AFRO,2020-06-30,9742,135
AMRO,2020-06-30,102684,3096
EMRO,2020-06-30,16025,539
EURO,2020-06-30,26970,396
SEARO,2020-06-30,22582,463
WPRO,2020-06-30,1459,13
AFRO,2020-07-01,9673,186
AMRO,2020-07-01,79826,2084
EMRO,2020-07-01,19596,514
EURO,2020-07-01,18527,520
SEARO,2020-07-01,25533,694
WPRO,2020-07-01,1530,11
AFRO,2020-07-02,11573,148
AMRO,2020-07-02,98838,3024
EMRO,2020-07-02,19646,571
EURO,2020-07-02,19285,455
SEARO,2020-07-02,24829,534
WPRO,2020-07-02,1609,5
AFRO,2020-07-03,11205,133
AMRO,2020-07-03,130028,3428
EMRO,2020-07-03,16960,427
EURO,2020-07-03,19964,488
SEARO,2020-07-03,27050,471
WPRO,2020-07-03,837,5
AFRO,2020-07-04,12532,154
AMRO,2020-07-04,75519,1504
EMRO,2020-07-04,21544,578
EURO,2020-07-04,19604,450
SEARO,2020-07-04,27942,534
WPRO,2020-07-04,2251,8
AFRO,2020-07-05,14305,114
AMRO,2020-07-05,118939,4362
EMRO,2020-07-05,17962,548
EURO,2020-07-05,18725,367
SEARO,2020-07-05,29839,697
WPRO,2020-07-05,2121,10
AFRO,2020-07-06,12050,217
AMRO,2020-07-06,181374,3501
EMRO,2020-07-06,13641,273
EURO,2020-07-06,16365,341
SEARO,2020-07-06,28953,565
WPRO,2020-07-06,2969,8
AFRO,2020-07-07,13627,174
AMRO,2020-07-07,91113,1652
EMRO,2020-07-07,21364,761
EURO,2020-07-07,17038,400
SEARO,2020-07-07,26867,583
WPRO,2020-07-07,2708,10
AFRO,2020-07-08,15826,282
AMRO,2020-07-08,91606,2097
EMRO,2020-07-08,17017,560
EURO,2020-07-08,18881,536
SEARO,2020-07-08,27266,605
WPRO,2020-07-08,2096,8
AFRO,2020-07-09,3688,43
AMRO,2020-07-09,111772,3458
EMRO,2020-07-09,16965,462
EURO,2020-07-09,19842,492
SEARO,2020-07-09,30515,584
WPRO,2020-07-09,3129,8
AFRO,2020-07-10,25636,264
AMRO,2020-07-10,145744,3958
EMRO,2020-07-10,15553,571
EURO,2020-07-10,20611,442
SEARO,2020-07-10,32926,574
WPRO,2020-07-10,2143,6
AFRO,2020-07-11,14463,168
AMRO,2020-07-11,132499,3626
EMRO,2020-07-11,15510,402
EURO,2020-07-11,21054,466
SEARO,2020-07-11,31962,608
WPRO,2020-07-11,2153,42
AFRO,2020-07-12,18675,195
AMRO,2020-07-12,68822,2495
EMRO,2020-07-12,18618,554
EURO,2020-07-12,20377,349
SEARO,2020-07-12,4555,99
WPRO,2020-07-12,2154,15
AFRO,2020-07-13,16878,167
AMRO,2020-07-13,198501,3633
EMRO,2020-07-13,14017,490
EURO,2020-07-13,17729,275
SEARO,2020-07-13,61946,1169
WPRO,2020-07-13,2954,163
AFRO,2020-07-14,15213,175
AMRO,2020-07-14,114676,2243
EMRO,2020-07-14,16642,575
EURO,2020-07-14,18691,373
SEARO,2020-07-14,33057,642
WPRO,2020-07-14,1709,66
AFRO,2020-07-15,13161,216
AMRO,2020-07-15,107474,2421
EMRO,2020-07-15,13686,563
EURO,2020-07-15,19492,415
SEARO,2020-07-15,34401,670
WPRO,2020-07-15,1563,7
AFRO,2020-07-16,17658,175
AMRO,2020-07-16,68432,2737
EMRO,2020-07-16,16034,494
EURO,2020-07-16,21252,470
SEARO,2020-07-16,37909,727
WPRO,2020-07-16,2295,19
AFRO,2020-07-17,19446,313
AMRO,2020-07-17,196384,3914
EMRO,2020-07-17,14739,498
EURO,2020-07-17,21971,423
SEARO,2020-07-17,39518,803
WPRO,2020-07-17,3709,33
AFRO,2020-07-18,17692,210
AMRO,2020-07-18,152675,5024
EMRO,2020-07-18,12630,455
EURO,2020-07-18,33422,651
SEARO,2020-07-18,4618,136
WPRO,2020-07-18,3293,22
AFRO,2020-07-19,17170,188
AMRO,2020-07-19,108581,2375
EMRO,2020-07-19,13430,449
EURO,2020-07-19,21703,554
SEARO,2020-07-19,78348,1307
WPRO,2020-07-19,3373,117
AFRO,2020-07-20,19413,160
AMRO,2020-07-20,175554,4651
EMRO,2020-07-20,12510,302
EURO,2020-07-20,18695,282
SEARO,2020-07-20,4273,164
WPRO,2020-07-20,3404,64
AFRO,2020-07-21,2913,43
AMRO,2020-07-21,53544,1755
EMRO,2020-07-21,11605,571
EURO,2020-07-21,20678,389
SEARO,2020-07-21,79533,1364
WPRO,2020-07-21,2625,8
AFRO,2020-07-22,23915,427
AMRO,2020-07-22,168050,2514
EMRO,2020-07-22,17817,579
EURO,2020-07-22,21739,447
SEARO,2020-07-22,45415,820
WPRO,2020-07-22,3404,9
AFRO,2020-07-23,18514,632
AMRO,2020-07-23,101116,3013
EMRO,2020-07-23,13852,445
EURO,2020-07-23,24037,424
SEARO,2020-07-23,50667,1312
WPRO,2020-07-23,3235,9
AFRO,2020-07-24,16675,211
AMRO,2020-07-24,212543,8980
EMRO,2020-07-24,13662,526
EURO,2020-07-24,24520,413
SEARO,2020-07-24,51266,857
WPRO,2020-07-24,4016,37
AFRO,2020-07-25,20776,336
AMRO,2020-07-25,100184,3016
EMRO,2020-07-25,14347,438
EURO,2020-07-25,23660,409
SEARO,2020-07-25,56433,933
WPRO,2020-07-25,3750,16
AFRO,2020-07-26,16264,361
AMRO,2020-07-26,234454,4942
EMRO,2020-07-26,8709,321
EURO,2020-07-26,23166,282
SEARO,2020-07-26,50725,755
WPRO,2020-07-26,3726,29
AFRO,2020-07-27,15902,184
AMRO,2020-07-27,155544,3911
EMRO,2020-07-27,16817,572
EURO,2020-07-27,18918,263
SEARO,2020-07-27,6495,159
WPRO,2020-07-27,3830,47
AFRO,2020-07-28,13439,367
AMRO,2020-07-28,114540,2168
EMRO,2020-07-28,8940,217
EURO,2020-07-28,21611,586
SEARO,2020-07-28,102166,1459
WPRO,2020-07-28,3842,26
AFRO,2020-07-29,12425,267
AMRO,2020-07-29,107178,2772
EMRO,2020-07-29,14440,596
EURO,2020-07-29,29001,413
SEARO,2020-07-29,53676,867
WPRO,2020-07-29,3620,12
AFRO,2020-07-30,15896,305
AMRO,2020-07-30,126915,3536
EMRO,2020-07-30,15682,466
EURO,2020-07-30,32591,400
SEARO,2020-07-30,55407,810
WPRO,2020-07-30,3847,29
AFRO,2020-07-31,16100,407
AMRO,2020-07-31,189227,5064
EMRO,2020-07-31,12902,431
EURO,2020-07-31,32762,414
SEARO,2020-07-31,62500,988
WPRO,2020-07-31,6592,39
AFRO,2020-08-01,13667,236
AMRO,2020-08-01,169925,4212
EMRO,2020-08-01,11007,346
EURO,2020-08-01,37325,381
SEARO,2020-08-01,62231,869
WPRO,2020-08-01,6719,58
AFRO,2020-08-02,18857,301
AMRO,2020-08-02,158742,3987
EMRO,2020-08-02,8703,369
EURO,2020-08-02,30326,586
SEARO,2020-08-02,58815,936
WPRO,2020-08-02,6691,27
AFRO,2020-08-03,12880,272
AMRO,2020-08-03,151976,3951
EMRO,2020-08-03,11313,426
EURO,2020-08-03,27156,292
SEARO,2020-08-03,56006,839
WPRO,2020-08-03,8155,35
AFRO,2020-08-04,9901,98
AMRO,2020-08-04,111350,2168
EMRO,2020-08-04,10312,450
EURO,2020-08-04,31150,374
SEARO,2020-08-04,55639,899
WPRO,2020-08-04,5103,63
AFRO,2020-08-05,8210,609
AMRO,2020-08-05,100596,2603
EMRO,2020-08-05,10587,426
EURO,2020-08-05,32226,415
SEARO,2020-08-05,56779,995
WPRO,2020-08-05,8445,36
AFRO,2020-08-06,14712,509
AMRO,2020-08-06,38917,1840
EMRO,2020-08-06,12521,393
EURO,2020-08-06,35446,392
SEARO,2020-08-06,61288,1003
WPRO,2020-08-06,6428,28
AFRO,2020-08-07,11887,391
AMRO,2020-08-07,152838,4461
EMRO,2020-08-07,11987,355
EURO,2020-08-07,35353,395
SEARO,2020-08-07,67848,999
WPRO,2020-08-07,5971,49
AFRO,2020-08-08,11884,379
AMRO,2020-08-08,257079,6666
EMRO,2020-08-08,12846,349
EURO,2020-08-08,36760,399
SEARO,2020-08-08,67432,1037
WPRO,2020-08-08,5803,36
AFRO,2020-08-09,13164,381
AMRO,2020-08-09,149061,4019
EMRO,2020-08-09,11628,338
EURO,2020-08-09,32442,638
SEARO,2020-08-09,69799,961
WPRO,2020-08-09,6238,56
AFRO,2020-08-10,10446,304
AMRO,2020-08-10,151787,3682
EMRO,2020-08-10,10983,365
EURO,2020-08-10,27137,295
SEARO,2020-08-10,66973,1108
WPRO,2020-08-10,5016,93
AFRO,2020-08-11,7775,276
AMRO,2020-08-11,58373,1705
EMRO,2020-08-11,10616,395
EURO,2020-08-11,33761,380
SEARO,2020-08-11,58679,956
WPRO,2020-08-11,8351,51
AFRO,2020-08-12,6153,207
AMRO,2020-08-12,149364,3430
EMRO,2020-08-12,12646,397
EURO,2020-08-12,33314,406
SEARO,2020-08-12,5407,97
WPRO,2020-08-12,4713,49
AFRO,2020-08-13,6568,351
AMRO,2020-08-13,150513,4487
EMRO,2020-08-13,11434,351
EURO,2020-08-13,37938,391
SEARO,2020-08-13,133545,1906
WPRO,2020-08-13,5939,123
AFRO,2020-08-14,9377,363
AMRO,2020-08-14,159464,4517
EMRO,2020-08-14,16750,407
EURO,2020-08-14,39055,412
SEARO,2020-08-14,64703,1007
WPRO,2020-08-14,5474,47
AFRO,2020-08-15,8713,356
AMRO,2020-08-15,160918,7747
EMRO,2020-08-15,12421,341
EURO,2020-08-15,39727,401
SEARO,2020-08-15,9876,197
WPRO,2020-08-15,8301,44
AFRO,2020-08-16,5774,84
AMRO,2020-08-16,138693,3459
EMRO,2020-08-16,13014,330
EURO,2020-08-16,38361,672
SEARO,2020-08-16,135185,2035
WPRO,2020-08-16,5911,168
AFRO,2020-08-17,12940,358
AMRO,2020-08-17,153934,3786
EMRO,2020-08-17,10589,297
EURO,2020-08-17,31348,268
SEARO,2020-08-17,60826,1022
WPRO,2020-08-17,5296,94
AFRO,2020-08-18,4319,66
AMRO,2020-08-18,80596,1634
EMRO,2020-08-18,10165,316
EURO,2020-08-18,29295,383
SEARO,2020-08-18,62232,1006
